                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.55906,                0.52851,                 1.0008,                 0.9901,                0.96797,                0.98299,                0.90911,                0.38848,                0.27401,                0.80841,             0.00037974,             0.00037974,             0.00037974
                    158,                0.55496,                 0.5221,                0.99713,                0.99129,                0.96736,                0.98476,                0.91576,                0.38649,                0.26935,                0.80387,             0.00037149,             0.00037149,             0.00037149
                    159,                0.56132,                0.51054,                 1.0019,                 0.9864,                 0.9669,                 0.9842,                0.91176,                0.38187,                0.26633,                0.80233,             0.00036324,             0.00036324,             0.00036324
                    160,                0.55033,                0.51201,                 0.9857,                0.98682,                 0.9694,                0.98472,                0.91498,                0.37335,                0.26028,                 0.7961,             0.00035499,             0.00035499,             0.00035499
                    161,                0.54421,                0.51025,                0.99312,                 0.9907,                0.96562,                0.98305,                0.91252,                0.37284,                 0.2665,                0.79495,             0.00034674,             0.00034674,             0.00034674
                    162,                0.54864,                0.52756,                0.99776,                0.98938,                0.96689,                 0.9839,                0.91479,                0.37178,                0.26441,                0.79628,             0.00033848,             0.00033848,             0.00033848
                    163,                0.52677,                0.50296,                0.98466,                 0.9885,                0.96991,                0.98481,                0.91431,                 0.3662,                0.25904,                0.79501,             0.00033023,             0.00033023,             0.00033023
                    164,                0.52878,                0.50656,                0.98248,                0.98951,                0.96895,                0.98474,                0.92039,                0.36907,                0.25918,                0.79285,             0.00032198,             0.00032198,             0.00032198
                    165,                0.53328,                0.51177,                0.98296,                0.98414,                0.97319,                 0.9854,                0.90938,                0.38235,                0.26505,                0.79574,             0.00031373,             0.00031373,             0.00031373
                    166,                0.53657,                0.50871,                0.98841,                0.98257,                0.97325,                0.98509,                0.91631,                0.36735,                0.25929,                0.79138,             0.00030548,             0.00030548,             0.00030548
                    167,                0.54711,                0.49382,                0.99364,                0.98892,                0.96548,                0.98341,                0.91709,                0.36461,                 0.2578,                0.79327,             0.00029723,             0.00029723,             0.00029723
                    168,                0.51806,                0.48784,                0.98124,                0.99056,                0.96377,                0.98264,                0.91961,                0.36006,                0.25614,                0.79092,             0.00028897,             0.00028897,             0.00028897
                    169,                0.53546,                0.50277,                0.97913,                0.99019,                0.96404,                 0.9839,                0.92552,                0.35088,                0.25537,                0.78576,             0.00028072,             0.00028072,             0.00028072
                    170,                0.52062,                0.49819,                0.97547,                0.98681,                0.97387,                0.98432,                 0.9252,                0.35635,                0.25667,                0.78845,             0.00027247,             0.00027247,             0.00027247
                    171,                0.52372,                0.51517,                0.98913,                 0.9855,                 0.9749,                0.98522,                0.92332,                0.35751,                0.25492,                 0.7884,             0.00026422,             0.00026422,             0.00026422
                    172,                0.52182,                 0.5064,                0.98424,                0.98805,                0.97324,                0.98268,                0.91855,                0.36868,                0.26616,                0.79461,             0.00025597,             0.00025597,             0.00025597
                    173,                0.50346,                0.48604,                0.96846,                0.98683,                0.96954,                0.98289,                0.92194,                0.35244,                0.25284,                0.78731,             0.00024772,             0.00024772,             0.00024772
                    174,                0.50601,                0.48573,                0.97282,                0.98413,                0.97586,                0.98509,                0.92269,                0.34823,                0.25455,                 0.7876,             0.00023946,             0.00023946,             0.00023946
                    175,                0.50081,                0.48487,                0.97739,                0.98131,                0.97685,                0.98514,                0.92546,                0.34367,                0.24711,                 0.7828,             0.00023121,             0.00023121,             0.00023121
                    176,                0.50919,                0.47521,                0.97814,                0.98799,                0.96938,                0.98554,                0.92422,                0.33923,                0.24708,                0.78184,             0.00022296,             0.00022296,             0.00022296
                    177,                0.49088,                 0.4659,                0.96151,                0.98334,                0.97354,                0.98548,                0.93149,                0.33637,                0.24473,                0.78052,             0.00021471,             0.00021471,             0.00021471
                    178,                 0.4956,                0.48509,                 0.9767,                0.98304,                0.97442,                0.98575,                0.92853,                0.33567,                0.24767,                0.77936,             0.00020646,             0.00020646,             0.00020646
                    179,                0.50527,                0.48587,                0.97241,                0.98724,                0.97033,                0.98445,                0.92745,                0.33604,                0.24969,                0.78002,             0.00019821,             0.00019821,             0.00019821
                    180,                0.50799,                0.48016,                0.96932,                0.98813,                0.97175,                0.98408,                0.93041,                 0.3328,                 0.2455,                0.77853,             0.00018995,             0.00018995,             0.00018995
                    181,                0.50245,                0.49353,                0.97416,                0.98871,                0.97442,                 0.9849,                0.92461,                 0.3393,                0.25204,                0.78088,              0.0001817,              0.0001817,              0.0001817
                    182,                0.49756,                0.45596,                 0.9644,                 0.9911,                0.96855,                0.98392,                0.92557,                0.33652,                0.24194,                0.77895,             0.00017345,             0.00017345,             0.00017345
                    183,                0.49318,                0.47867,                0.97026,                0.98752,                0.97175,                0.98578,                0.93052,                0.32929,                0.23812,                0.77776,              0.0001652,              0.0001652,              0.0001652
                    184,                0.48588,                 0.4761,                0.96759,                0.98735,                0.97467,                0.98615,                0.93412,                0.32539,                0.24483,                0.77461,             0.00015695,             0.00015695,             0.00015695
                    185,                0.49075,                0.47579,                0.96437,                0.98838,                0.97364,                 0.9862,                0.93231,                0.32774,                0.24042,                0.77412,              0.0001487,              0.0001487,              0.0001487
                    186,                 0.4828,                 0.4696,                 0.9633,                0.98961,                0.97216,                0.98603,                0.93302,                 0.3235,                0.23922,                0.77299,             0.00014044,             0.00014044,             0.00014044
                    187,                0.49068,                0.46173,                0.96635,                0.99118,                 0.9704,                0.98616,                0.93538,                0.32129,                0.24377,                0.77037,             0.00013219,             0.00013219,             0.00013219
                    188,                0.48733,                0.46587,                  0.969,                0.98491,                0.97412,                0.98588,                0.93646,                0.32179,                0.23835,                0.77155,             0.00012394,             0.00012394,             0.00012394
                    189,                0.48292,                0.46114,                0.96243,                0.98886,                0.97175,                0.98574,                0.93586,                 0.3185,                0.24088,                0.77072,             0.00011569,             0.00011569,             0.00011569
                    190,                0.48462,                0.46492,                0.95668,                0.99485,                  0.969,                0.98559,                0.93716,                0.32019,                0.24017,                0.77061,             0.00010744,             0.00010744,             0.00010744
                    191,                  0.371,                 0.3908,                0.90448,                0.99061,                0.97254,                0.98526,                0.93174,                0.32705,                0.24792,                0.77357,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    192,                0.36607,                0.38014,                0.89179,                0.99038,                0.97051,                 0.9853,                 0.9322,                0.32736,                0.25201,                0.77296,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    193,                0.35868,                0.37451,                0.89651,                0.98658,                0.97224,                 0.9839,                0.93689,                0.32096,                0.24626,                0.77154,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    194,                0.35319,                0.36433,                0.89572,                0.98864,                0.96971,                0.98393,                0.93824,                 0.3155,                0.24589,                0.76905,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    195,                0.34796,                0.35896,                0.88818,                 0.9896,                0.97142,                0.98423,                 0.9386,                0.31437,                0.24171,                0.76811,              6.618e-05,              6.618e-05,              6.618e-05
                    196,                0.33878,                0.34876,                0.88791,                0.99057,                0.97206,                0.98524,                0.93663,                0.31138,                0.24056,                 0.7675,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    197,                0.34224,                  0.358,                0.88617,                0.99169,                0.97176,                0.98475,                0.93752,                0.31366,                0.24303,                0.76787,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    198,                0.34146,                0.35268,                0.88788,                 0.9912,                0.96884,                0.98461,                0.93894,                0.31089,                 0.2423,                0.76694,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    199,                0.33987,                0.34815,                 0.8801,                0.99052,                0.97119,                0.98495,                0.93936,                0.30853,                0.23993,                0.76638,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    200,                0.33791,                0.34232,                0.87769,                0.98984,                0.97179,                0.98456,                0.93962,                0.30745,                0.23764,                0.76533,             2.4922e-05,             2.4922e-05,             2.4922e-05
